InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV507344,HEA0499,IKEA Green Hair Dryer,47,2024-07-20 13:46:00,139.23,11693,Germany
INV507345,KIT0348,Microsoft Pro Food Processor,7,2020-04-28 18:35:00,307.65,10240,Germany
INV507346,HEA0443,HP Pink Foundation,10,2022-05-16 20:07:00,8.11,11877,Brazil
INV507347,FAS0436,Bosch Purple Sunglasses,45,2021-07-08 08:43:00,201.17,10180,Sweden
INV507348,AUT0320,Kitchenaid Bluetooth Adapter,10,2021-01-04 18:41:00,198.76,10491,Netherlands
INV507349,FAS0485,Sony Handbag,35,2022-09-17 11:48:00,107.85,11376,Denmark
INV507350,ELE0011,Microsoft Gold Smart Home Device,7,2021-04-13 20:13:00,533.52,10844,France
INV507351,TOY0418,Luxury Art Supplies,6,2020-03-31 14:25:00,156.63,10448,Norway
INV507352,HEA0208,Generic Large Nail Polish,8,2022-05-26 08:50:00,85.35,11439,France
INV507353,OFF0175,Standard Red Notebook,9,2023-08-15 08:41:00,55.15,11467,Japan
INV507354,ELE0174,Amazon Purple Speaker,1,2023-10-22 17:03:00,302.42,10076,Brazil
INV507355,ELE0112,Walmart White Smart TV,10,2021-01-17 13:03:00,724.37,11124,Belgium
INV507356,BOO0364,Luxury Premium Comic Book,9,2024-08-25 08:22:00,26.8,11417,Australia
INV507357,ELE0494,Bosch Pro Cable,7,2021-08-27 12:51:00,893.21,12000,Canada
INV507358,HOM0300,Dell Blue Mirror,5,2024-05-05 09:54:00,295.13,10160,United States
INV507359,KIT0134,Panasonic Pro Bowl Set,2,2022-03-14 08:23:00,219.27,10260,United Kingdom
INV507360,SPO0358,Microsoft Black Dumbbell,10,2023-06-03 08:28:00,245.72,10027,Spain
INV507361,BOO0048,Professional Pink Biography,9,2020-08-12 19:57:00,36.52,10818,Sweden
INV507362,KIT0159,Nike Dishwasher,9,2021-03-07 14:31:00,180.26,11844,Singapore
INV507363,ELE0135,Nike Keyboard,4,2020-10-01 09:28:00,575.5,11069,United Kingdom
INV507364,OFF0143,Samsung Deluxe Marker,2,2020-08-31 20:30:00,82.11,10907,Brazil
INV507365,KIT0225,Standard Green Pan,1,2023-11-20 18:50:00,386.72,10892,Belgium
INV507366,OFF0143,Samsung Deluxe Marker,8,2021-11-25 18:55:00,82.11,10084,France
INV507367,AUT0378,Luxury Blue Tool Kit,6,2024-08-03 15:22:00,218.26,10408,Sweden
INV507368,ELE0482,Premium Hard Drive,3,2020-12-29 17:20:00,1904.37,11321,South Korea
INV507369,HEA0367,Google Gold Vitamins,9,2022-03-17 08:58:00,138.49,10108,Spain
INV507370,FAS0485,Sony Handbag,4,2022-05-19 15:18:00,107.85,10406,Italy
INV507371,SPO0220,Kitchenaid Backpack,6,2024-12-12 14:30:00,305.7,11138,Singapore
INV507372,TOY0189,Nike Purple Action Figure,6,2020-06-02 13:15:00,37.49,11949,Spain
INV507373,SPO0339,Target Hiking Boots,8,2021-08-05 11:38:00,211.71,10530,Norway
INV507374,KIT0070,Microsoft Silver Microwave,9,2020-08-02 10:03:00,12.61,11914,Singapore
INV507375,HEA0280,LG Pro Toothbrush,1,2021-02-28 15:34:00,27.97,10939,United Kingdom
INV507376,ELE0439,Bosch Gaming Console,1,2021-05-25 18:09:00,1897.04,10183,Japan
INV507377,ELE0444,Luxury Gold Smartphone,3,2024-09-30 11:16:00,1077.69,11643,India
INV507378,HOM0050,Cuisinart Compact Sofa,7,2020-01-20 17:43:00,550.37,11857,South Korea
INV507379,HOM0013,HP Chair,6,2022-09-28 19:33:00,121.63,11259,Netherlands
INV507380,SPO0413,Sony Deluxe Backpack,2,2024-12-20 14:25:00,203.82,11096,Belgium
INV507381,HOM0289,Target Red Sofa,7,2021-06-17 12:17:00,110.97,10173,Netherlands
INV507382,TOY0307,Samsung Purple Educational Toy,4,2024-05-24 17:18:00,121.51,11835,Norway
INV507383,SPO0344,Bosch Large Running Shoes,7,2024-01-09 09:27:00,153.74,11526,United Kingdom
INV507384,HEA0332,Generic Lipstick,3,2022-08-12 19:53:00,81.5,11964,Netherlands
INV507385,OFF0228,Samsung Standard Eraser,2,2020-02-08 13:17:00,39.99,11806,Canada
INV507386,HEA0332,Generic Lipstick,1,2020-12-12 19:24:00,81.5,11599,Mexico
INV507387,SPO0382,Microsoft Standard Fitness Tracker,9,2023-08-23 12:54:00,352.85,10040,Japan
INV507388,AUT0212,Professional Air Freshener,6,2023-04-12 10:57:00,212.34,11629,Sweden
INV507389,TOY0363,Nikon Brown Stuffed Animal,6,2022-02-23 16:32:00,67.22,10187,Brazil
INV507390,ELE0206,Nike Keyboard,49,2023-03-25 11:54:00,1764.69,11656,Italy
INV507391,FAS0343,Amazon Shoes,5,2021-12-22 11:56:00,146.34,10394,Australia
INV507392,ELE0494,Bosch Pro Cable,1,2020-12-26 11:34:00,893.21,11243,India
INV507393,AUT0285,Sony Black Bluetooth Adapter,2,2024-05-26 18:19:00,226.57,10603,Mexico
INV507394,HOM0131,Nike Blanket,4,2023-10-03 18:49:00,54.73,10622,France
INV507395,TOY0463,Amazon Puzzle,1,2023-06-24 08:32:00,45.04,10904,South Korea
INV507396,KIT0225,Standard Green Pan,8,2023-05-19 12:28:00,386.72,10675,United Kingdom
INV507397,AUT0386,Premium Standard Floor Mats,9,2024-01-04 11:41:00,218.09,10804,Belgium
INV507398,AUT0093,Walmart Mini Seat Covers,1,2020-01-27 10:18:00,150.91,10523,Japan
INV507399,KIT0304,Panasonic Compact Oven,8,2023-01-05 20:21:00,302.2,11910,Australia
INV507400,HOM0434,Sony Pink Plant Pot,7,2024-01-23 18:05:00,686.23,10322,Netherlands
INV507401,OFF0036,Target Mini Pencil,3,2020-08-16 20:52:00,66.08,10650,Spain
INV507402,SPO0252,Professional Golf Club,1,2024-08-07 16:59:00,360.08,10874,Brazil
INV507403,HOM0210,Sony Green Mirror,1,2022-02-13 14:55:00,600.93,11247,Denmark
INV507404,AUT0259,Apple Green Jump Starter,8,2022-10-25 18:10:00,195.77,10650,Spain
INV507405,KIT0159,Nike Dishwasher,6,2024-10-01 14:23:00,180.26,11446,South Korea
INV507406,AUT0067,LG Black Car Wash Kit,4,2023-02-14 13:16:00,127.23,11132,Japan
INV507407,FAS0327,Budget Brown Shorts,50,2023-09-11 12:46:00,247.6,11439,France
INV507408,FAS0321,Nike Compact Belt,4,2024-12-09 17:35:00,221.13,10604,Japan
INV507409,FAS0100,Sony Skirt,4,2024-03-08 12:24:00,31.36,10818,Sweden
INV507410,HOM0200,Budget Outdoor Furniture,1,2022-12-07 09:16:00,772.81,11943,Mexico
INV507411,ELE0311,Premium Mouse,1,2020-10-08 17:45:00,671.16,10603,Mexico
INV507412,SPO0407,Nike Black Hiking Boots,4,2021-01-10 18:35:00,240.6,10829,Japan
INV507413,OFF0457,Dell Tape,2,2021-12-06 18:59:00,91.38,11454,Japan
INV507414,HEA0012,Target Red Lipstick,8,2024-12-31 17:51:00,130.91,10413,Japan
INV507415,TOY0317,Walmart Mini Educational Toy,5,2023-12-15 16:44:00,54.92,10214,Germany
INV507416,BOO0265,Panasonic Gray Magazine,1,2020-06-04 13:03:00,10.1,11017,Singapore
INV507417,BOO0364,Luxury Premium Comic Book,4,2021-05-03 12:51:00,26.8,11056,Spain
INV507418,AUT0037,Panasonic Pink GPS Navigator,9,2020-11-01 17:41:00,88.84,10653,Mexico
INV507419,KIT0129,Google Red Mixer,2,2022-11-06 11:12:00,353.56,11524,Italy
INV507420,HEA0255,Premium Black Vitamins,2,2021-09-15 18:31:00,86.33,11595,Brazil
INV507421,HEA0464,Samsung White Serum,3,2024-12-14 13:01:00,83.52,11542,United States
INV507422,BOO0412,Philips Green Science Book,24,2022-12-13 10:02:00,17.53,10938,Brazil
INV507423,AUT0103,Nike Premium Jump Starter,1,2023-08-24 19:51:00,69.2,11681,Japan
INV507424,BOO0227,Standard Language Learning,8,2022-07-03 13:21:00,18.09,10114,China
INV507425,TOY0018,Walmart Brown Art Supplies,4,2024-03-15 13:30:00,139.55,10002,Spain
INV507426,BOO0465,Walmart Gray Fiction Novel,7,2023-12-31 08:41:00,46.52,11630,Brazil
INV507427,BOO0201,Premium Non-Fiction Book,4,2021-03-20 14:04:00,31.17,10451,Spain
INV507428,AUT0093,Walmart Mini Seat Covers,40,2021-07-29 09:22:00,150.91,10552,South Korea
INV507429,KIT0425,IKEA Toaster,7,2024-02-13 11:09:00,480.32,11566,India
INV507430,SPO0162,Samsung Black Camping Tent,2,2023-08-06 12:32:00,333.09,11262,South Korea
INV507431,TOY0394,Basic Art Supplies,3,2023-12-03 12:41:00,150.69,11805,Netherlands
INV507432,BOO0214,Google Technology Book,6,2020-06-02 15:33:00,9.7,10496,Norway
INV507433,ELE0357,Bosch Black Drone,6,2024-03-04 15:30:00,371.48,10332,Germany
INV507434,TOY0031,Amazon Card Game,2,2021-06-17 14:01:00,42.38,10416,Canada
INV507435,HEA0253,Luxury Sunscreen,2,2023-05-04 14:19:00,33.8,10164,United Kingdom
INV507436,FAS0460,Bosch Purple T-Shirt,1,2024-08-17 19:37:00,94.22,10053,Belgium
INV507437,TOY0168,Philips Educational Toy,9,2024-06-06 11:57:00,173.85,10318,China
INV507438,FAS0347,Target Compact Jeans,10,2023-09-02 14:53:00,70.27,11739,Germany
INV507439,KIT0229,Walmart Measuring Cup,9,2022-08-28 15:30:00,84.68,10259,Norway
INV507440,KIT0169,Bosch Silver Can Opener,3,2021-04-04 12:30:00,327.31,10784,Sweden
INV507441,FAS0063,Sony Shoes,2,2024-12-19 11:28:00,197.8,11561,France
INV507442,KIT0338,Luxury Gray Can Opener,3,2022-12-24 18:50:00,382.64,10559,Singapore
INV507443,BOO0215,Apple Science Book,7,2021-12-01 10:36:00,12.32,10335,United States
INV507444,AUT0468,Budget Orange Car Charger,8,2022-01-11 14:11:00,259.68,10457,Australia
INV507445,BOO0190,Microsoft Brown Biography,6,2023-10-12 12:00:00,19.37,10931,Denmark
INV507446,FAS0399,Nike Handbag,9,2024-03-28 17:15:00,44.53,10480,Australia
INV507447,TOY0230,Standard Doll,6,2021-11-05 11:25:00,155.6,11240,Belgium
INV507448,HEA0153,Dell Deodorant,3,2021-01-06 18:03:00,5.52,11345,United States
INV507449,SPO0297,Google Max Bicycle,1,2021-11-10 12:56:00,28.75,11754,Spain
INV507450,HEA0254,Bosch Silver Foundation,6,2022-10-29 19:44:00,145.01,10533,Italy
INV507451,KIT0313,Google Refrigerator,1,2020-05-19 16:46:00,146.24,10412,Netherlands
INV507452,AUT0240,Adidas Orange Car Accessories,10,2020-12-02 15:03:00,122.11,11342,Denmark
INV507453,OFF0440,Nikon Compact Pen,9,2021-11-09 19:09:00,60.62,10559,Singapore
INV507454,HOM0446,Premium Green Decorative Item,2,2024-10-09 13:49:00,114.58,11774,France
INV507455,HOM0266,Panasonic Max Storage Box,5,2021-04-05 08:08:00,486.04,11413,France
INV507456,KIT0299,Canon Coffee Maker,8,2024-01-08 11:35:00,50.89,11686,Germany
INV507457,OFF0160,Canon Whiteboard,3,2024-07-02 12:03:00,71.14,10652,China
INV507458,TOY0316,Samsung Compact Electronic Toy,5,2024-08-06 16:48:00,32.66,10320,Japan
INV507459,AUT0155,HP Orange Car Phone Mount,9,2022-12-11 14:44:00,216.85,10016,Australia
INV507460,AUT0456,Samsung Compact Motor Oil,9,2023-07-27 17:02:00,216.07,11483,Italy
INV507461,SPO0365,Budget Green Skateboard,4,2024-12-24 12:42:00,391.88,11105,Mexico
INV507462,SPO0250,Sony Golf Club,8,2024-07-07 15:06:00,124.08,10357,Norway
INV507463,HEA0180,Apple Black Perfume,8,2021-01-31 15:50:00,37.87,10229,Sweden
INV507464,SPO0275,Professional Compact Fitness Tracker,7,2020-09-08 14:10:00,275.85,11931,Brazil
INV507465,ELE0380,Nikon Printer,7,2022-08-28 09:15:00,1363.43,10134,Belgium
INV507466,TOY0271,IKEA Standard Baby Toy,4,2020-05-09 12:01:00,65.08,11520,Mexico
INV507467,AUT0328,Premium Purple Car Accessories,14,2023-03-11 19:53:00,266.75,11431,Sweden
INV507468,HOM0204,Budget Bookshelf,2,2022-05-18 10:19:00,433.77,10241,Singapore
INV507469,AUT0346,Kitchenaid Large Car Charger,10,2024-01-23 16:33:00,92.69,11530,Denmark
INV507470,BOO0296,Walmart Black Poetry Book,7,2022-09-09 14:11:00,12.13,11481,Sweden
INV507471,AUT0378,Luxury Blue Tool Kit,3,2021-01-03 12:29:00,218.26,11917,France
INV507472,HEA0499,IKEA Green Hair Dryer,3,2020-09-14 12:31:00,139.23,11167,Denmark
INV507473,TOY0334,Sony Video Game,45,2022-05-17 15:02:00,66.28,10830,Netherlands
INV507474,TOY0234,Bosch Large Stuffed Animal,8,2020-07-07 18:17:00,133.56,11407,Mexico
INV507475,AUT0341,Luxury Blue Tire Pressure Gauge,8,2023-06-02 10:21:00,94.18,11063,United Kingdom
INV507476,SPO0275,Professional Compact Fitness Tracker,3,2021-01-28 13:09:00,275.85,10935,Belgium
INV507477,HOM0258,Basic Standard Bookshelf,1,2024-05-26 17:12:00,339.95,11224,Australia
INV507478,SPO0389,IKEA Green Football,8,2021-05-04 12:21:00,255.94,10599,Brazil
INV507479,SPO0066,Adidas Gym Equipment,40,2024-08-31 20:06:00,44.13,10552,South Korea
INV507480,TOY0034,Generic Doll,6,2022-11-26 10:54:00,111.56,11975,Australia
INV507481,BOO0486,Sony Orange Technology Book,2,2024-08-19 17:21:00,11.44,10371,France
INV507482,OFF0228,Samsung Standard Eraser,10,2020-01-04 15:52:00,39.99,10173,Netherlands
INV507483,HEA0223,IKEA White Foundation,7,2023-09-28 17:12:00,47.07,10054,Singapore
INV507484,HOM0446,Premium Green Decorative Item,2,2024-06-12 14:57:00,114.58,11694,Brazil
INV507485,HEA0153,Dell Deodorant,9,2021-02-06 11:25:00,5.52,11769,South Korea
INV507486,HOM0152,Luxury Max Storage Box,6,2020-01-17 11:23:00,629.01,11823,India
INV507487,KIT0125,Generic Compact Blender,3,2024-07-27 19:05:00,488.45,10502,China
INV507488,SPO0052,Premium Mini Basketball,5,2023-11-30 14:28:00,56.98,10068,South Korea
INV507489,TOY0394,Basic Art Supplies,2,2021-08-21 17:37:00,150.69,10671,Germany
INV507490,KIT0310,Nikon Utensil Set,10,2024-04-11 20:28:00,164.08,11370,Singapore
INV507491,HOM0022,Walmart Sofa,8,2020-01-04 13:27:00,436.24,10966,Denmark
INV507492,KIT0337,Professional XL Kettle,6,2023-02-04 11:11:00,61.22,11092,United Kingdom
INV507493,TOY0035,Standard Pink Action Figure,4,2021-11-06 12:23:00,187.04,10085,United States
INV507494,BOO0412,Philips Green Science Book,22,2024-05-27 14:55:00,17.53,10796,Italy
INV507495,TOY0316,Samsung Compact Electronic Toy,4,2022-06-13 16:27:00,32.66,10965,United States
INV507496,BOO0215,Apple Science Book,5,2023-10-02 12:46:00,12.32,10482,Spain
INV507497,FAS0460,Bosch Purple T-Shirt,2,2020-03-03 18:25:00,94.22,10634,South Korea
INV507498,OFF0489,Nike Gray Notebook,3,2024-05-24 14:55:00,52.06,11907,Mexico
INV507499,OFF0390,Samsung Mini Desk Organizer,3,2023-07-21 08:24:00,14.34,10919,Netherlands
INV507500,BOO0364,Luxury Premium Comic Book,5,2020-10-14 17:18:00,26.8,11681,Japan
INV507501,TOY0316,Samsung Compact Electronic Toy,3,2024-03-28 09:05:00,32.66,10301,France
INV507502,KIT0425,IKEA Toaster,8,2021-06-21 11:41:00,480.32,11258,India
INV507503,HEA0406,Philips Compact Makeup,1,2022-06-01 17:42:00,26.48,11559,Belgium
INV507504,OFF0278,Amazon Mini Eraser,1,2023-03-25 17:47:00,20.88,10990,Brazil
INV507505,HOM0258,Basic Standard Bookshelf,2,2020-07-12 10:59:00,339.95,10425,France
INV507506,HEA0111,HP Deluxe Toothpaste,10,2023-06-13 16:12:00,79.75,10038,United States
INV507507,AUT0388,Luxury Green Car Accessories,10,2024-12-07 08:06:00,190.33,11204,United States
INV507508,AUT0456,Samsung Compact Motor Oil,6,2023-06-27 13:19:00,216.07,10756,Netherlands
INV507509,BOO0219,HP Cookbook,9,2024-03-20 08:46:00,21.05,11004,China
INV507510,ELE0199,Adidas Smart Home Device,4,2020-03-19 12:46:00,1397.65,11287,Norway
INV507511,ELE0438,Google Gray Speaker,6,2023-10-29 19:17:00,1849.87,11981,Netherlands
INV507512,FAS0216,Google Orange Dress,2,2024-07-04 19:49:00,68.51,11783,Germany
INV507513,SPO0061,Target Standard Golf Club,5,2021-03-08 11:26:00,270.24,10411,Singapore
INV507514,AUT0469,Panasonic Ultra Floor Mats,5,2021-02-05 10:06:00,234.17,10002,Spain
INV507515,SPO0452,Walmart Standard Tennis Racket,6,2021-06-28 17:21:00,66.5,11507,India
INV507516,TOY0324,Basic Red Electronic Toy,10,2020-09-23 17:05:00,170.18,11269,Mexico
INV507517,FAS0350,Nike Skirt,2,2023-05-06 14:53:00,25.17,11554,Spain
INV507518,TOY0319,Adidas Mini Toy Car,1,2023-05-18 09:15:00,17.03,11813,Denmark
INV507519,HOM0150,Samsung White Plant Pot,7,2021-10-11 19:36:00,640.65,10777,Belgium
INV507520,AUT0010,Philips Gold Motor Oil,33,2023-03-21 12:34:00,67.91,10264,China
INV507521,AUT0105,Walmart Tool Kit,1,2023-03-13 08:56:00,142.87,11300,Canada
INV507522,KIT0039,IKEA Gray Microwave,9,2020-01-28 09:48:00,477.49,11799,Brazil
INV507523,OFF0175,Standard Red Notebook,4,2024-02-28 14:01:00,55.15,10169,Denmark
INV507524,HOM0198,Panasonic Bed Frame,10,2021-09-05 13:40:00,666.56,11279,China
INV507525,SPO0101,Bosch Black Fishing Rod,10,2022-10-06 11:08:00,385.62,11730,Mexico
INV507526,HEA0002,Premium Blue Supplements,7,2020-03-09 09:23:00,80.19,10121,India
INV507527,HEA0172,Budget Black Makeup,1,2022-01-04 11:11:00,92.48,10403,United States
INV507528,AUT0395,Premium Jump Starter,7,2024-03-05 10:59:00,73.44,11627,Italy
INV507529,FAS0347,Target Compact Jeans,45,2023-01-24 19:54:00,70.27,10632,Brazil
INV507530,HEA0332,Generic Lipstick,44,2020-02-05 20:19:00,81.5,11151,Mexico
INV507531,HEA0254,Bosch Silver Foundation,7,2021-07-19 16:56:00,145.01,11221,France
INV507532,ELE0170,Microsoft Mini Keyboard,2,2023-10-31 14:36:00,1380.99,11436,Mexico
INV507533,HOM0108,Nike Standard Watering Can,5,2020-03-05 13:57:00,218.57,11500,United States
INV507534,FAS0327,Budget Brown Shorts,5,2020-07-23 09:58:00,247.6,11567,India
INV507535,OFF0290,Nike Marker,4,2023-03-06 09:40:00,27.68,11312,Mexico
INV507536,HOM0121,Bosch Purple Pillow,10,2020-05-30 19:25:00,117.06,10004,China
INV507537,TOY0394,Basic Art Supplies,8,2023-11-08 08:39:00,150.69,11668,Mexico
INV507538,KIT0348,Microsoft Pro Food Processor,19,2020-05-28 16:58:00,307.65,11777,Mexico
INV507539,KIT0171,Adidas Toaster,7,2022-12-22 19:02:00,130.17,11705,Australia
INV507540,FAS0356,Microsoft Large Sweater,48,2021-06-17 10:37:00,55.42,10535,India
INV507541,HEA0017,Kitchenaid Purple Deodorant,42,2023-10-18 18:33:00,140.16,10029,United Kingdom
INV507542,HOM0074,Generic Decorative Item,9,2024-08-23 18:20:00,257.96,11203,Australia
INV507543,FAS0264,Target Compact Belt,10,2024-01-04 16:02:00,131.96,10992,Sweden
INV507544,OFF0245,Google XL Tape,8,2022-08-23 11:48:00,13.2,10393,South Korea
INV507545,KIT0079,Walmart Ultra Knife Set,9,2024-06-06 16:26:00,185.94,10170,Mexico
INV507546,ELE0329,Samsung Blue Headphones,9,2021-12-27 11:44:00,542.18,11161,Canada
INV507547,TOY0234,Bosch Large Stuffed Animal,8,2023-02-02 09:51:00,133.56,10127,Brazil
INV507548,KIT0132,Panasonic Knife Set,47,2021-12-15 19:41:00,107.83,10387,China
INV507549,OFF0474,Nike Standard Notebook,6,2020-04-27 19:04:00,33.46,10241,Singapore
INV507550,SPO0052,Premium Mini Basketball,7,2020-06-02 15:56:00,56.98,11134,Denmark
INV507551,HEA0002,Premium Blue Supplements,5,2022-11-20 13:19:00,80.19,10069,United States
INV507552,KIT0337,Professional XL Kettle,3,2023-10-28 11:42:00,61.22,11492,Mexico
INV507553,OFF0260,Samsung Marker,10,2024-11-26 19:37:00,97.95,10514,Belgium
INV507554,KIT0348,Microsoft Pro Food Processor,6,2021-10-31 11:44:00,307.65,10583,Norway
INV507555,HOM0198,Panasonic Bed Frame,6,2022-06-02 09:17:00,666.56,11172,United States
INV507556,SPO0052,Premium Mini Basketball,46,2023-01-15 15:03:00,56.98,10551,Italy
INV507557,OFF0467,Basic White Eraser,10,2021-01-25 18:08:00,81.12,10129,Japan
INV507558,KIT0171,Adidas Toaster,5,2020-08-08 15:51:00,130.17,10249,Norway
INV507559,HOM0057,Panasonic Silver Outdoor Furniture,5,2022-11-20 11:10:00,742.64,10884,United States
INV507560,TOY0385,Microsoft Compact Card Game,10,2022-04-11 19:21:00,28.25,10514,Belgium
INV507561,AUT0388,Luxury Green Car Accessories,7,2024-07-23 09:08:00,190.33,11901,United Kingdom
INV507562,ELE0199,Adidas Smart Home Device,7,2024-01-02 17:19:00,1397.65,10253,France
INV507563,FAS0046,Basic XL Blouse,50,2020-05-03 08:04:00,194.86,11058,Japan
INV507564,OFF0085,Sony Binder,4,2023-11-26 08:07:00,54.08,10132,United Kingdom
INV507565,OFF0233,Nikon Whiteboard,7,2021-11-21 13:40:00,19.56,10860,United States
INV507566,TOY0334,Sony Video Game,4,2021-01-17 11:35:00,66.28,10800,Australia
INV507567,HEA0332,Generic Lipstick,4,2022-03-06 16:19:00,81.5,11489,Denmark
INV507568,KIT0151,Bosch Pro Food Processor,5,2022-03-16 10:11:00,486.05,10204,United States
INV507569,AUT0259,Apple Green Jump Starter,8,2021-06-24 18:38:00,195.77,11643,India
INV507570,OFF0029,Samsung Scissors,4,2022-11-15 18:55:00,80.09,11318,Japan
INV507571,TOY0293,Google Mini Action Figure,1,2021-12-02 19:39:00,179.05,11496,Germany
INV507572,AUT0004,Generic Ultra Seat Covers,5,2020-11-27 16:41:00,102.77,10753,Spain
INV507573,HOM0224,Sony Blue Storage Box,7,2020-11-08 13:28:00,763.43,10141,China
INV507574,BOO0092,Microsoft Standard Health Book,9,2022-10-01 10:29:00,48.56,11008,United States
INV507575,OFF0489,Nike Gray Notebook,13,2024-09-01 13:37:00,52.06,10588,Sweden
INV507576,SPO0470,LG Pink Golf Club,32,2024-02-26 15:57:00,70.11,10163,Italy
INV507577,TOY0294,Microsoft Educational Toy,2,2022-02-03 13:21:00,181.69,11781,Germany
INV507578,HOM0283,Google Garden Tools,6,2024-01-10 20:23:00,44.87,10187,Brazil
INV507579,TOY0319,Adidas Mini Toy Car,4,2023-07-07 13:08:00,17.03,10343,United States
INV507580,HOM0050,Cuisinart Compact Sofa,3,2023-02-03 12:09:00,550.37,10283,Denmark
INV507581,OFF0398,Nike Sticky Notes,3,2023-03-06 16:03:00,17.0,10542,France
INV507582,KIT0083,IKEA Pro Utensil Set,3,2023-06-18 09:41:00,306.42,11359,France
INV507583,HOM0235,IKEA Brown Lamp,34,2021-10-05 20:06:00,690.73,11903,Italy
INV507584,HEA0332,Generic Lipstick,5,2020-10-25 08:19:00,81.5,11339,Denmark
INV507585,HEA0172,Budget Black Makeup,9,2024-03-23 09:15:00,92.48,11281,Spain
INV507586,AUT0149,Apple Car Vacuum,7,2020-10-07 19:23:00,93.13,10219,France
INV507587,FAS0032,Panasonic Black Shoes,3,2021-07-28 09:14:00,60.67,10466,China
INV507588,HEA0008,Panasonic Compact Cleanser,4,2020-05-14 12:27:00,29.74,10033,Japan
INV507589,HEA0427,Cuisinart Gray Body Lotion,2,2021-07-31 11:29:00,31.87,10620,France
INV507590,OFF0245,Google XL Tape,1,2024-10-03 13:21:00,13.2,11316,Italy
INV507591,SPO0466,Google Gray Gym Equipment,3,2024-12-30 15:30:00,295.8,11360,Denmark
INV507592,SPO0483,Apple Brown Swimming Goggles,7,2020-04-18 19:19:00,225.37,10049,Belgium
INV507593,ELE0239,Target Cable,8,2023-06-08 17:47:00,1585.37,11154,Norway
INV507594,HOM0266,Panasonic Max Storage Box,21,2021-12-20 14:42:00,486.04,11979,Italy
INV507595,HOM0224,Sony Blue Storage Box,5,2020-06-08 09:13:00,763.43,11212,Netherlands
INV507596,HEA0008,Panasonic Compact Cleanser,7,2024-05-29 12:39:00,29.74,10713,Belgium
INV507597,KIT0195,Amazon Gold Toaster,8,2023-12-18 14:12:00,497.01,11276,India
INV507598,OFF0290,Nike Marker,1,2020-03-23 15:07:00,27.68,10446,Netherlands
INV507599,HOM0055,Google Gold Pillow,5,2022-10-19 13:03:00,594.87,11866,United Kingdom
INV507600,BOO0486,Sony Orange Technology Book,3,2020-09-19 08:06:00,11.44,11348,Sweden
INV507601,HOM0074,Generic Decorative Item,8,2024-07-26 20:00:00,257.96,10136,Netherlands
INV507602,BOO0145,Budget Gold History Book,6,2023-03-13 19:14:00,29.01,11500,United States
INV507603,OFF0333,Generic Purple Tape,3,2021-03-06 20:35:00,33.55,10483,Sweden
INV507604,TOY0414,IKEA Pro Educational Toy,4,2020-08-16 14:57:00,157.33,10176,Mexico
INV507605,KIT0039,IKEA Gray Microwave,7,2024-02-21 17:56:00,477.49,11946,United Kingdom
INV507606,TOY0242,Nikon Deluxe Action Figure,5,2024-12-02 14:37:00,111.67,11361,Canada
INV507607,BOO0021,Apple Mini Travel Guide,2,2023-05-21 16:51:00,37.63,10997,Netherlands
INV507608,SPO0297,Google Max Bicycle,2,2024-06-09 09:07:00,28.75,11470,Netherlands
INV507609,HEA0253,Luxury Sunscreen,8,2020-09-19 11:37:00,33.8,10758,United Kingdom
INV507610,AUT0468,Budget Orange Car Charger,2,2021-10-21 18:23:00,259.68,10123,India
INV507611,SPO0473,Dell Deluxe Sleeping Bag,1,2021-01-07 14:19:00,327.9,11917,France
INV507612,HOM0108,Nike Standard Watering Can,3,2024-01-22 12:21:00,218.57,10267,Mexico
INV507613,HEA0261,Luxury Serum,5,2023-12-27 14:47:00,59.75,11633,Netherlands
INV507614,FAS0436,Bosch Purple Sunglasses,2,2024-07-21 12:29:00,201.17,11190,Canada
INV507615,HOM0283,Google Garden Tools,1,2022-11-29 18:01:00,44.87,11325,India
INV507616,FAS0331,Canon Ultra Jacket,2,2020-05-18 15:33:00,268.02,10732,South Korea
INV507617,TOY0324,Basic Red Electronic Toy,1,2020-05-03 10:46:00,170.18,10529,Netherlands
INV507618,OFF0423,Google Hole Punch,9,2023-05-18 12:10:00,50.13,10999,Spain
INV507619,HOM0158,Basic Deluxe Mirror,38,2023-05-29 11:25:00,784.52,10566,Netherlands
INV507620,SPO0220,Kitchenaid Backpack,28,2021-09-25 16:48:00,305.7,10799,China
INV507621,ELE0403,Adidas Standard Smart Watch,39,2020-08-27 09:34:00,496.55,10814,United States
INV507622,KIT0039,IKEA Gray Microwave,9,2020-12-11 19:31:00,477.49,11074,Japan
INV507623,HOM0226,Kitchenaid Premium Desk,5,2024-08-13 15:29:00,529.83,11469,Mexico
INV507624,HEA0302,Dell Toothpaste,9,2024-02-26 12:23:00,104.62,10591,United States
INV507625,FAS0065,Microsoft Deluxe Sunglasses,4,2023-11-17 11:41:00,215.28,11435,China
INV507626,AUT0328,Premium Purple Car Accessories,9,2024-08-25 20:57:00,266.75,11299,Mexico
INV507627,HOM0054,Adidas XL Mattress,8,2021-10-31 12:07:00,250.59,11065,Canada
INV507628,SPO0110,Google Swimming Goggles,5,2023-07-09 20:55:00,259.85,11679,Germany
